2023-06-26 11:23:01,200: 'n'
2023-06-26 11:23:01,387: 'o'
2023-06-26 11:23:01,598: 'w'
2023-06-26 11:23:01,673: Key.space
2023-06-26 11:23:02,668: 'c'
2023-06-26 11:23:02,896: 'r'
2023-06-26 11:23:03,015: 'e'
2023-06-26 11:23:03,276: 'a'
2023-06-26 11:23:03,418: 't'
2023-06-26 11:23:03,552: 'e'
2023-06-26 11:23:03,753: Key.space
2023-06-26 11:23:04,147: Key.shift
2023-06-26 11:23:04,242: Key.space
2023-06-26 11:23:04,871: '\\'
2023-06-26 11:23:05,920: Key.backspace
2023-06-26 11:23:06,097: Key.backspace
2023-06-26 11:23:06,173: 'a'
2023-06-26 11:23:06,247: Key.space
2023-06-26 11:23:07,448: 'c'
2023-06-26 11:23:07,582: 'o'
2023-06-26 11:23:07,722: 'd'
2023-06-26 11:23:07,865: 'e'
2023-06-26 11:23:07,990: Key.space
2023-06-26 11:23:11,583: Key.backspace
2023-06-26 11:23:11,726: Key.backspace
2023-06-26 11:23:11,890: Key.backspace
2023-06-26 11:23:12,026: Key.backspace
2023-06-26 11:23:12,408: Key.backspace
2023-06-26 11:23:13,568: 'c'
2023-06-26 11:23:15,441: 'r'
2023-06-26 11:23:15,631: 'y'
2023-06-26 11:23:17,465: Key.backspace
2023-06-26 11:23:17,678: Key.backspace
2023-06-26 11:23:17,879: Key.backspace
2023-06-26 11:23:18,113: Key.backspace
2023-06-26 11:23:22,428: Key.backspace
2023-06-26 11:23:22,918: Key.backspace
2023-06-26 11:23:22,950: Key.backspace
2023-06-26 11:23:22,980: Key.backspace
2023-06-26 11:23:23,007: Key.backspace
2023-06-26 11:23:23,038: Key.backspace
2023-06-26 11:23:23,063: Key.backspace
2023-06-26 11:23:23,098: Key.backspace
2023-06-26 11:23:23,130: Key.backspace
2023-06-26 11:23:23,163: Key.backspace
2023-06-26 11:23:23,188: Key.backspace
2023-06-26 11:23:23,220: Key.backspace
2023-06-26 11:23:23,246: Key.backspace
2023-06-26 11:23:23,267: Key.backspace
2023-06-26 11:23:23,302: Key.backspace
2023-06-26 11:23:23,335: Key.backspace
2023-06-26 11:23:23,363: Key.backspace
2023-06-26 11:23:23,396: Key.backspace
2023-06-26 11:23:43,536: Key.tab
2023-06-26 11:23:43,724: 'n'
2023-06-26 11:23:45,417: Key.tab
2023-06-26 11:23:45,494: 'n'
2023-06-26 11:24:00,289: 'h'
2023-06-26 11:24:00,404: 'o'
2023-06-26 11:24:00,571: 'w'
2023-06-26 11:24:00,636: Key.space
2023-06-26 11:24:00,936: 't'
2023-06-26 11:24:01,101: 'o'
2023-06-26 11:24:01,261: Key.space
2023-06-26 11:24:02,083: 'n'
2023-06-26 11:24:02,491: Key.backspace
2023-06-26 11:24:02,601: 'e'
2023-06-26 11:24:02,781: 'n'
2023-06-26 11:24:03,623: 'c'
2023-06-26 11:24:03,892: 'r'
2023-06-26 11:24:05,476: 'y'
2023-06-26 11:24:06,830: 't'
2023-06-26 11:24:07,051: 'o'
2023-06-26 11:24:07,468: Key.backspace
2023-06-26 11:24:08,407: Key.backspace
2023-06-26 11:24:09,188: 'p'
2023-06-26 11:24:09,325: 't'
2023-06-26 11:24:09,511: Key.space
2023-06-26 11:24:10,827: 'a'
2023-06-26 11:24:10,925: Key.space
2023-06-26 11:24:11,550: 't'
2023-06-26 11:24:11,937: 'e'
2023-06-26 11:24:12,410: 'c'
2023-06-26 11:24:12,628: 't'
2023-06-26 11:24:12,813: Key.space
2023-06-26 11:24:13,380: Key.backspace
2023-06-26 11:24:13,512: Key.backspace
2023-06-26 11:24:14,170: Key.backspace
2023-06-26 11:24:14,243: 'c'
2023-06-26 11:24:14,485: 't'
2023-06-26 11:24:14,806: Key.backspace
2023-06-26 11:24:14,951: Key.backspace
2023-06-26 11:24:15,088: 'x'
2023-06-26 11:24:15,358: 't'
2023-06-26 11:24:15,572: Key.space
2023-06-26 11:24:18,836: 'f'
2023-06-26 11:24:18,982: 'i'
2023-06-26 11:24:19,129: 'm'
2023-06-26 11:24:19,263: 'e'
2023-06-26 11:24:19,416: Key.space
2023-06-26 11:24:19,944: Key.backspace
2023-06-26 11:24:20,096: Key.backspace
2023-06-26 11:24:20,297: Key.backspace
2023-06-26 11:24:20,613: 'l'
2023-06-26 11:24:20,766: 'e'
2023-06-26 11:24:20,814: Key.space
2023-06-26 11:24:31,231: Key.down
2023-06-26 11:24:31,464: Key.down
2023-06-26 11:24:31,681: Key.down
2023-06-26 11:24:32,011: Key.down
2023-06-26 11:24:33,675: Key.enter
2023-06-26 11:25:02,457: Key.space
2023-06-26 11:25:03,838: 'c'
2023-06-26 11:25:04,220: 'r'
2023-06-26 11:25:04,420: 'y'
2023-06-26 11:25:06,260: Key.down
2023-06-26 11:25:06,482: Key.down
2023-06-26 11:25:06,668: Key.down
2023-06-26 11:25:07,038: Key.down
2023-06-26 11:25:07,823: Key.up
2023-06-26 11:25:08,667: Key.space
2023-06-26 11:25:09,778: 'a'
2023-06-26 11:25:09,963: 'l'
2023-06-26 11:25:11,612: Key.down
2023-06-26 11:25:12,452: Key.enter
2023-06-26 11:25:33,629: Key.media_volume_up
2023-06-26 11:25:34,117: Key.media_volume_up
2023-06-26 11:25:34,144: Key.media_volume_up
2023-06-26 11:25:34,176: Key.media_volume_up
2023-06-26 11:25:34,209: Key.media_volume_up
2023-06-26 11:25:34,234: Key.media_volume_up
2023-06-26 11:25:34,266: Key.media_volume_up
2023-06-26 11:25:34,295: Key.media_volume_up
2023-06-26 11:25:34,324: Key.media_volume_up
2023-06-26 11:26:46,304: Key.cmd
2023-06-26 11:26:48,885: 'c'
2023-06-26 11:26:49,063: 'm'
2023-06-26 11:26:49,497: 's'
2023-06-26 11:26:49,813: Key.enter
2023-06-26 11:26:55,014: 'p'
2023-06-26 11:26:55,166: 'i'
2023-06-26 11:26:55,303: 'p'
2023-06-26 11:26:55,999: Key.space
2023-06-26 11:26:56,112: 'i'
2023-06-26 11:26:56,249: 'n'
2023-06-26 11:26:56,474: 's'
2023-06-26 11:26:56,666: 't'
2023-06-26 11:26:56,804: 'a'
2023-06-26 11:26:57,046: 'l'
2023-06-26 11:26:57,223: 'l'
2023-06-26 11:26:57,392: Key.space
2023-06-26 11:26:58,342: 'c'
2023-06-26 11:26:58,745: 'r'
2023-06-26 11:26:58,963: 'y'
2023-06-26 11:26:59,941: 'p'
2023-06-26 11:27:00,070: 't'
2023-06-26 11:27:00,522: 'o'
2023-06-26 11:27:01,372: 'g'
2023-06-26 11:27:01,508: 'r'
2023-06-26 11:27:01,733: 'a'
2023-06-26 11:27:01,846: 'm'
2023-06-26 11:27:02,730: Key.backspace
2023-06-26 11:27:03,479: 'p'
2023-06-26 11:27:04,036: 'h'
2023-06-26 11:27:04,253: 'y'
2023-06-26 11:27:07,071: Key.enter
2023-06-26 11:27:27,627: Key.ctrl_l
2023-06-26 11:27:28,099: '\x1a'
2023-06-26 11:27:28,494: '\x1a'
2023-06-26 11:27:28,825: '\x1a'
2023-06-26 11:27:29,091: '\x1a'
2023-06-26 11:27:52,693: Key.ctrl_l
2023-06-26 11:27:52,929: '\x01'
2023-06-26 11:27:53,558: Key.ctrl_l
2023-06-26 11:27:54,044: Key.ctrl_l
2023-06-26 11:27:54,076: Key.ctrl_l
2023-06-26 11:27:54,107: Key.ctrl_l
2023-06-26 11:27:54,139: Key.ctrl_l
2023-06-26 11:27:54,170: Key.ctrl_l
2023-06-26 11:27:54,201: Key.ctrl_l
2023-06-26 11:27:54,233: Key.ctrl_l
2023-06-26 11:27:54,248: Key.ctrl_l
2023-06-26 11:27:54,280: Key.ctrl_l
2023-06-26 11:27:54,321: Key.ctrl_l
2023-06-26 11:27:54,343: Key.ctrl_l
2023-06-26 11:27:54,374: Key.ctrl_l
2023-06-26 11:27:54,405: Key.ctrl_l
2023-06-26 11:27:54,437: Key.ctrl_l
2023-06-26 11:27:54,468: Key.ctrl_l
2023-06-26 11:27:54,484: '\x16'
2023-06-26 11:28:03,020: Key.backspace
2023-06-26 11:28:03,286: Key.backspace
2023-06-26 11:28:03,442: Key.backspace
2023-06-26 11:28:03,621: Key.backspace
2023-06-26 11:28:04,047: Key.backspace
2023-06-26 11:28:04,919: 'k'
2023-06-26 11:28:05,248: 'e'
2023-06-26 11:28:05,476: 'y'
2023-06-26 11:28:06,014: 'l'
2023-06-26 11:28:06,212: 'o'
2023-06-26 11:28:06,437: 'g'
2023-06-26 11:54:24,442: Key.space
2023-06-26 11:57:34,254: 'v'
2023-06-26 11:57:34,348: 's'
2023-06-26 11:57:34,427: ','
2023-06-26 11:57:34,490: 'l'
2023-06-26 11:57:34,553: ';'
2023-06-26 11:57:34,615: 'm'
2023-06-26 11:57:34,694: 'a'
2023-06-26 11:57:34,694: 'd'
2023-06-26 11:57:34,961: 'a'
2023-06-26 11:57:34,992: 'k'
2023-06-26 11:57:35,086: 'n'
2023-06-26 11:57:35,102: 'b'
2023-06-26 11:57:35,321: 'e'
2023-06-26 11:57:35,384: 'b'
2023-06-26 11:57:35,448: 'e'
2023-06-26 11:57:35,636: 'b'
2023-06-26 11:57:35,773: 'b'
2023-06-26 11:57:35,865: 'd'
2023-06-26 11:57:36,116: 'v'
2023-06-26 11:58:07,270: 'k'
2023-06-26 11:58:07,427: 'e'
2023-06-26 12:02:59,075: Key.ctrl_l
2023-06-26 12:02:59,554: Key.ctrl_l
2023-06-26 12:02:59,586: Key.ctrl_l
